1-Day Acuvue TrueEye;Acuvue;23;0.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;8;0;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;2;-0.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;82;-1;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;31;-1.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;15;-2;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;2;-2.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;21;-3;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;10;-3.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;12;-4;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;32;-4.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;14;-5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;25;-5.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;23;-6;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;12;-6.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;21;-7;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;21;-7.5;G;30;8.5;14.2;/N
1-Day Acuvue TrueEye;Acuvue;15;-8;G;30;8.5;14.2;/N
Bio true OneDay;Biotrue;10;8;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;7.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;7;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;6.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;6;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;5.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;4.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;4;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;3.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;3;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;2.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;2;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;1.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;1;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;0.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;0;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-0.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-1;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-1.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-2;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-2.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-3;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-3.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-4;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-4.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-5.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-6;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-6.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-7;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-7.5;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;-8;G;90;8.3;14.3;/N
Bio true OneDay;Biotrue;10;8;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;7.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;7;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;6.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;6;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;5.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;4.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;4;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;3.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;3;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;2.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;2;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;1.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;1;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;0.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;0;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-0.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-1;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-1.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-2;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-2.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-3;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-3.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-4;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-4.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-5.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-6;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-6.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-7;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-7.5;G;90;8.8;15;/N
Bio true OneDay;Biotrue;10;-8;G;90;8.8;15;/N
Frequency 1 Day Toric;Frequency;10;8;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;7.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;7;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;6.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;6;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;5.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;4.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;4;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;3.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;3;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;2.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;2;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;1.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;1;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;0.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;0;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-0.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-1;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-1.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-2;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-2.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-3;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-3.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-4;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-4.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-5.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-6;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-6.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-7;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-7.5;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;-8;G;30;7.9;14;/N
Frequency 1 Day Toric;Frequency;10;8;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;7.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;7;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;6.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;6;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;5.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;4.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;4;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;3.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;3;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;2.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;2;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;1.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;1;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;0.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;0;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-0.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-1;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-1.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-2;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-2.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-3;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-3.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-4;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-4.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-5.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-6;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-6.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-7;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-7.5;G;30;8.6;15;/N
Frequency 1 Day Toric;Frequency;10;-8;G;30;8.6;15;/N
